ord;regiaopais;estado;municipio;mesorregiao;pib
1506;Nordeste;PE;Capoeiras;Agreste Pernambucano;9951,33
1507;Nordeste;PE;Carnaíba;Sertão Pernambucano;7454,69
1508;Nordeste;PE;Carnaubeira da Penha;São Francisco Pernambucano;6022,06
1509;Nordeste;PE;Carpina;Mata Pernambucana;15951,98
1510;Nordeste;PE;Caruaru;Agreste Pernambucano;19311,06
1511;Nordeste;PE;Casinhas;Agreste Pernambucano;6320,88
1512;Nordeste;PE;Catende;Mata Pernambucana;6829,5
1513;Nordeste;PE;Cedro;Sertão Pernambucano;7485,06
1514;Nordeste;PE;Chã de Alegria;Mata Pernambucana;10300,03
1515;Nordeste;PE;Chã Grande;Mata Pernambucana;9658,17
1516;Nordeste;PE;Condado;Mata Pernambucana;8184,68
1517;Nordeste;PE;Correntes;Agreste Pernambucano;8348,02
1518;Nordeste;PE;Cortês;Mata Pernambucana;8378,91
1519;Nordeste;PE;Cumaru;Agreste Pernambucano;8445,18
1520;Nordeste;PE;Cupira;Agreste Pernambucano;11070,74
1521;Nordeste;PE;Custódia;Sertão Pernambucano;11653,36
1522;Nordeste;PE;Dormentes;São Francisco Pernambucano;11497,45
1523;Nordeste;PE;Escada;Mata Pernambucana;12758,47
1524;Nordeste;PE;Exu;Sertão Pernambucano;7493,64
1525;Nordeste;PE;Feira Nova;Agreste Pernambucano;8687,97
1526;Nordeste;PE;Fernando de Noronha;Metropolitana de Recife;50899,37
1527;Nordeste;PE;Ferreiros;Mata Pernambucana;8862,12
1528;Nordeste;PE;Flores;Sertão Pernambucano;8121,69
1529;Nordeste;PE;Floresta;São Francisco Pernambucano;12708,42
1530;Nordeste;PE;Frei Miguelinho;Agreste Pernambucano;7097,59
1531;Nordeste;PE;Gameleira;Mata Pernambucana;6689,32
1532;Nordeste;PE;Garanhuns;Agreste Pernambucano;16899,4
1533;Nordeste;PE;Glória do Goitá;Mata Pernambucana;15746,87
1534;Nordeste;PE;Goiana;Mata Pernambucana;115419,25
1535;Nordeste;PE;Granito;Sertão Pernambucano;7722,24
1536;Nordeste;PE;Gravatá;Agreste Pernambucano;12841,62
1537;Nordeste;PE;Iati;Agreste Pernambucano;7781,42
1538;Nordeste;PE;Ibimirim;Sertão Pernambucano;8828,99
1539;Nordeste;PE;Ibirajuba;Agreste Pernambucano;7810,68
1540;Nordeste;PE;Igarassu;Metropolitana de Recife;21483,19
1541;Nordeste;PE;Iguaracy;Sertão Pernambucano;6385,06
1542;Nordeste;PE;Inajá;Sertão Pernambucano;6810,08
1543;Nordeste;PE;Ingazeira;Sertão Pernambucano;7491,86
1544;Nordeste;PE;Ipojuca;Metropolitana de Recife;115089,32
1545;Nordeste;PE;Ipubi;Sertão Pernambucano;8840,26
1546;Nordeste;PE;Itacuruba;São Francisco Pernambucano;11001,76
1547;Nordeste;PE;Itaíba;Agreste Pernambucano;7775,23
1548;Nordeste;PE;Ilha de Itamaracá;Metropolitana de Recife;9282,99
1549;Nordeste;PE;Itambé;Mata Pernambucana;13627,75
1550;Nordeste;PE;Itapetim;Sertão Pernambucano;7503,99
1551;Nordeste;PE;Itapissuma;Metropolitana de Recife;53081,09
1552;Nordeste;PE;Itaquitinga;Mata Pernambucana;7691,52
1553;Nordeste;PE;Jaboatão dos Guararapes;Metropolitana de Recife;19463,25
1554;Nordeste;PE;Jaqueira;Mata Pernambucana;8755,91
1555;Nordeste;PE;Jataúba;Agreste Pernambucano;6992,84
1556;Nordeste;PE;Jatobá;São Francisco Pernambucano;8345,7
1557;Nordeste;PE;João Alfredo;Agreste Pernambucano;8134,57
1558;Nordeste;PE;Joaquim Nabuco;Mata Pernambucana;7846,35
1559;Nordeste;PE;Jucati;Agreste Pernambucano;9161,83
1560;Nordeste;PE;Jupi;Agreste Pernambucano;10424,4
1561;Nordeste;PE;Jurema;Agreste Pernambucano;7770,04
1562;Nordeste;PE;Lagoa do Carro;Mata Pernambucana;12779,97
1563;Nordeste;PE;Lagoa de Itaenga;Mata Pernambucana;14501,66
1564;Nordeste;PE;Lagoa do Ouro;Agreste Pernambucano;8631,01
1565;Nordeste;PE;Lagoa dos Gatos;Agreste Pernambucano;7953,32
1566;Nordeste;PE;Lagoa Grande;São Francisco Pernambucano;12955,88
1567;Nordeste;PE;Lajedo;Agreste Pernambucano;11311,51
1568;Nordeste;PE;Limoeiro;Agreste Pernambucano;13243,97
1569;Nordeste;PE;Macaparana;Mata Pernambucana;9623,14
1570;Nordeste;PE;Machados;Agreste Pernambucano;12696,44
1571;Nordeste;PE;Manari;Sertão Pernambucano;5644,08
1572;Nordeste;PE;Maraial;Mata Pernambucana;7495,08
1573;Nordeste;PE;Mirandiba;Sertão Pernambucano;10217,05
1574;Nordeste;PE;Moreno;Metropolitana de Recife;10989,6
1575;Nordeste;PE;Nazaré da Mata;Mata Pernambucana;16115,41
1576;Nordeste;PE;Olinda;Metropolitana de Recife;13917,85
1577;Nordeste;PE;Orobó;Agreste Pernambucano;14044,8
1578;Nordeste;PE;Orocó;São Francisco Pernambucano;10168,41
1579;Nordeste;PE;Ouricuri;Sertão Pernambucano;8903,41
1580;Nordeste;PE;Palmares;Mata Pernambucana;13271,65
1581;Nordeste;PE;Palmeirina;Agreste Pernambucano;9343,65
1582;Nordeste;PE;Panelas;Agreste Pernambucano;6653,8
1583;Nordeste;PE;Paranatama;Agreste Pernambucano;21198,81
1584;Nordeste;PE;Parnamirim;Sertão Pernambucano;7667,27
1585;Nordeste;PE;Passira;Agreste Pernambucano;7616,53
1586;Nordeste;PE;Paudalho;Mata Pernambucana;13557,29
1587;Nordeste;PE;Paulista;Metropolitana de Recife;12240,33
1588;Nordeste;PE;Pedra;Agreste Pernambucano;10837,37
1589;Nordeste;PE;Pesqueira;Agreste Pernambucano;10346,33
1590;Nordeste;PE;Petrolândia;São Francisco Pernambucano;29865,53
1591;Nordeste;PE;Petrolina;São Francisco Pernambucano;17454,51
1592;Nordeste;PE;Poção;Agreste Pernambucano;7593,07
1593;Nordeste;PE;Pombos;Mata Pernambucana;13501,18
1594;Nordeste;PE;Primavera;Mata Pernambucana;11409
1595;Nordeste;PE;Quipapá;Mata Pernambucana;6795,09
1596;Nordeste;PE;Quixaba;Sertão Pernambucano;7230,81
1597;Nordeste;PE;Recife;Metropolitana de Recife;31743,72
1598;Nordeste;PE;Riacho das Almas;Agreste Pernambucano;8155,98
1599;Nordeste;PE;Ribeirão;Mata Pernambucana;8228,79
1600;Nordeste;PE;Rio Formoso;Mata Pernambucana;11118,74
1601;Nordeste;PE;Sairé;Agreste Pernambucano;14360,42
1602;Nordeste;PE;Salgadinho;Agreste Pernambucano;5782,62
1603;Nordeste;PE;Salgueiro;Sertão Pernambucano;13113,1
1604;Nordeste;PE;Saloá;Agreste Pernambucano;9094,62
1605;Nordeste;PE;Sanharó;Agreste Pernambucano;7464,9
1606;Nordeste;PE;Santa Cruz;Sertão Pernambucano;6610,8
1607;Nordeste;PE;Santa Cruz da Baixa Verde;Sertão Pernambucano;6683,44
1608;Nordeste;PE;Santa Cruz do Capibaribe;Agreste Pernambucano;13505,89
1609;Nordeste;PE;Santa Filomena;Sertão Pernambucano;6353,29
1610;Nordeste;PE;Santa Maria da Boa Vista;São Francisco Pernambucano;12400,27
1611;Nordeste;PE;Santa Maria do Cambucá;Agreste Pernambucano;7258,79
1612;Nordeste;PE;Santa Terezinha;Sertão Pernambucano;6974,99
1613;Nordeste;PE;São Benedito do Sul;Mata Pernambucana;6131,66
1614;Nordeste;PE;São Bento do Una;Agreste Pernambucano;16201,53
1615;Nordeste;PE;São Caitano;Agreste Pernambucano;9467,15
1616;Nordeste;PE;São João;Agreste Pernambucano;8945,31
1617;Nordeste;PE;São Joaquim do Monte;Agreste Pernambucano;7910,17
1618;Nordeste;PE;São José da Coroa Grande;Mata Pernambucana;11978,44
1619;Nordeste;PE;São José do Belmonte;Sertão Pernambucano;7592,39
1620;Nordeste;PE;São José do Egito;Sertão Pernambucano;10766,2
1621;Nordeste;PE;São Lourenço da Mata;Metropolitana de Recife;9877,95
1622;Nordeste;PE;São Vicente Férrer;Agreste Pernambucano;13164,37
1623;Nordeste;PE;Serra Talhada;Sertão Pernambucano;15628,85
1624;Nordeste;PE;Serrita;Sertão Pernambucano;7168,53
1625;Nordeste;PE;Sertânia;Sertão Pernambucano;7811,04
1626;Nordeste;PE;Sirinhaém;Mata Pernambucana;10654,16
1627;Nordeste;PE;Moreilândia;Sertão Pernambucano;7213,34
1628;Nordeste;PE;Solidão;Sertão Pernambucano;6898,7
1629;Nordeste;PE;Surubim;Agreste Pernambucano;11989,36
1630;Nordeste;PE;Tabira;Sertão Pernambucano;8799,75
1631;Nordeste;PE;Tacaimbó;Agreste Pernambucano;9869,72
1632;Nordeste;PE;Tacaratu;São Francisco Pernambucano;6726,64
1633;Nordeste;PE;Tamandaré;Mata Pernambucana;12357,81
1634;Nordeste;PE;Taquaritinga do Norte;Agreste Pernambucano;9342,4
1635;Nordeste;PE;Terezinha;Agreste Pernambucano;7221,42
1636;Nordeste;PE;Terra Nova;São Francisco Pernambucano;6459,95
1637;Nordeste;PE;Timbaúba;Mata Pernambucana;12189,92
1638;Nordeste;PE;Toritama;Agreste Pernambucano;14131,28
1639;Nordeste;PE;Tracunhaém;Mata Pernambucana;7418,66
1640;Nordeste;PE;Trindade;Sertão Pernambucano;9346,1
1641;Nordeste;PE;Triunfo;Sertão Pernambucano;9123,93
1642;Nordeste;PE;Tupanatinga;Agreste Pernambucano;6820,57
1643;Nordeste;PE;Tuparetama;Sertão Pernambucano;9276,87
1644;Nordeste;PE;Venturosa;Agreste Pernambucano;11372,84
1645;Nordeste;PE;Verdejante;Sertão Pernambucano;6824,88
1646;Nordeste;PE;Vertente do Lério;Agreste Pernambucano;8778,87
1647;Nordeste;PE;Vertentes;Agreste Pernambucano;7513,26
1648;Nordeste;PE;Vicência;Mata Pernambucana;11019,28
1649;Nordeste;PE;Vitória de Santo Antão;Mata Pernambucana;26835,27
1650;Nordeste;PE;Xexéu;Mata Pernambucana;7148,46
1651;Nordeste;AL;Água Branca;Sertão Alagoano;6712,06
1652;Nordeste;AL;Anadia;Leste Alagoano;7901,35
1653;Nordeste;AL;Arapiraca;Agreste Alagoano;17511,69
1654;Nordeste;AL;Atalaia;Leste Alagoano;16036,19
1655;Nordeste;AL;Barra de Santo Antônio;Leste Alagoano;10036,61
1656;Nordeste;AL;Barra de São Miguel;Leste Alagoano;20443,58
1657;Nordeste;AL;Batalha;Sertão Alagoano;9300,83
1658;Nordeste;AL;Belém;Agreste Alagoano;8533,09
1659;Nordeste;AL;Belo Monte;Sertão Alagoano;12387,97
1660;Nordeste;AL;Boca da Mata;Leste Alagoano;9741,8
1661;Nordeste;AL;Branquinha;Leste Alagoano;36961,19
1662;Nordeste;AL;Cacimbinhas;Agreste Alagoano;8120,38
1663;Nordeste;AL;Cajueiro;Leste Alagoano;7961,89
1664;Nordeste;AL;Campestre;Leste Alagoano;9101,63
1665;Nordeste;AL;Campo Alegre;Leste Alagoano;8612,43
1666;Nordeste;AL;Campo Grande;Agreste Alagoano;8676,19
1667;Nordeste;AL;Canapi;Sertão Alagoano;6014,34
1668;Nordeste;AL;Capela;Leste Alagoano;10290,23
1669;Nordeste;AL;Carneiros;Sertão Alagoano;6257,21
1670;Nordeste;AL;Chã Preta;Leste Alagoano;14659,66
1671;Nordeste;AL;Coité do Nóia;Agreste Alagoano;9413,26
1672;Nordeste;AL;Colônia Leopoldina;Leste Alagoano;11489,15
1673;Nordeste;AL;Coqueiro Seco;Leste Alagoano;11301,31
1674;Nordeste;AL;Coruripe;Leste Alagoano;23971,06
1675;Nordeste;AL;Craíbas;Agreste Alagoano;8041,06
1676;Nordeste;AL;Delmiro Gouveia;Sertão Alagoano;9047,19
1677;Nordeste;AL;Dois Riachos;Sertão Alagoano;6904,46
1678;Nordeste;AL;Estrela de Alagoas;Agreste Alagoano;5692,75
1679;Nordeste;AL;Feira Grande;Agreste Alagoano;12680,12
1680;Nordeste;AL;Feliz Deserto;Leste Alagoano;22606,52
1681;Nordeste;AL;Flexeiras;Leste Alagoano;13521,04
1682;Nordeste;AL;Girau do Ponciano;Agreste Alagoano;7828,37
1683;Nordeste;AL;Ibateguara;Leste Alagoano;8892,12
1684;Nordeste;AL;Igaci;Agreste Alagoano;7006,69
1685;Nordeste;AL;Igreja Nova;Leste Alagoano;15745,94
1686;Nordeste;AL;Inhapi;Sertão Alagoano;6024,08
1687;Nordeste;AL;Jacaré dos Homens;Sertão Alagoano;9754,28
1688;Nordeste;AL;Jacuípe;Leste Alagoano;24030,74
1689;Nordeste;AL;Japaratinga;Leste Alagoano;18931,17
1690;Nordeste;AL;Jaramataia;Sertão Alagoano;9474,2
1691;Nordeste;AL;Jequiá da Praia;Leste Alagoano;21202,21
1692;Nordeste;AL;Joaquim Gomes;Leste Alagoano;12996,74
1693;Nordeste;AL;Jundiá;Leste Alagoano;10787,18
1694;Nordeste;AL;Junqueiro;Leste Alagoano;14139,75
1695;Nordeste;AL;Lagoa da Canoa;Agreste Alagoano;8691,98
1696;Nordeste;AL;Limoeiro de Anadia;Agreste Alagoano;15831,71
1697;Nordeste;AL;Maceió;Leste Alagoano;21210,09
1698;Nordeste;AL;Major Isidoro;Sertão Alagoano;8736,97
1699;Nordeste;AL;Maragogi;Leste Alagoano;20567,24
1700;Nordeste;AL;Maravilha;Sertão Alagoano;7027,55
1701;Nordeste;AL;Marechal Deodoro;Leste Alagoano;36362,94
1702;Nordeste;AL;Maribondo;Agreste Alagoano;10205,44
1703;Nordeste;AL;Mar Vermelho;Agreste Alagoano;8901,11
1704;Nordeste;AL;Mata Grande;Sertão Alagoano;7401,84
1705;Nordeste;AL;Matriz de Camaragibe;Leste Alagoano;11925,54
1706;Nordeste;AL;Messias;Leste Alagoano;9944,49
1707;Nordeste;AL;Minador do Negrão;Agreste Alagoano;8950,82
1708;Nordeste;AL;Monteirópolis;Sertão Alagoano;7129,05
1709;Nordeste;AL;Murici;Leste Alagoano;10161,22
1710;Nordeste;AL;Novo Lino;Leste Alagoano;11368,89
1711;Nordeste;AL;Olho d'Água das Flores;Sertão Alagoano;8784,28
1712;Nordeste;AL;Olho d'Água do Casado;Sertão Alagoano;7442,93
1713;Nordeste;AL;Olho d'Água Grande;Agreste Alagoano;7712,05
1714;Nordeste;AL;Olivença;Sertão Alagoano;5855,46
1715;Nordeste;AL;Ouro Branco;Sertão Alagoano;6661,12
1716;Nordeste;AL;Palestina;Sertão Alagoano;6576,83
1717;Nordeste;AL;Palmeira dos Índios;Agreste Alagoano;10492,27
1718;Nordeste;AL;Pão de Açúcar;Sertão Alagoano;7540,18
