ord;regiaopais;estado;municipio;mesorregiao;pib
2962;Sudeste;MG;São Geraldo da Piedade;Vale do Rio Doce;8567,92
2963;Sudeste;MG;São Geraldo do Baixio;Vale do Rio Doce;9447,59
2964;Sudeste;MG;São Gonçalo do Abaeté;Noroeste de Minas;30636,51
2965;Sudeste;MG;São Gonçalo do Pará;Oeste de Minas;19404,77
2966;Sudeste;MG;São Gonçalo do Rio Abaixo;Metropolitana de Belo Horizonte;289925,44
2967;Sudeste;MG;São Gonçalo do Sapucaí;Sul/Sudoeste de Minas;23995,3
2968;Sudeste;MG;São Gotardo;Triângulo Mineiro/Alto Paranaíba;21634,89
2969;Sudeste;MG;São João Batista do Glória;Sul/Sudoeste de Minas;19031,36
2970;Sudeste;MG;São João da Lagoa;Norte de Minas;8676,64
2971;Sudeste;MG;São João da Mata;Sul/Sudoeste de Minas;15031,5
2972;Sudeste;MG;São João da Ponte;Norte de Minas;7580,28
2973;Sudeste;MG;São João das Missões;Norte de Minas;6087,87
2974;Sudeste;MG;São João del Rei;Campo das Vertentes;22530,37
2975;Sudeste;MG;São João do Manhuaçu;Zona da Mata;13065,26
2976;Sudeste;MG;São João do Manteninha;Vale do Rio Doce;9401,12
2977;Sudeste;MG;São João do Oriente;Vale do Rio Doce;10189,22
2978;Sudeste;MG;São João do Pacuí;Norte de Minas;7730,78
2979;Sudeste;MG;São João do Paraíso;Norte de Minas;8435,1
2980;Sudeste;MG;São João Evangelista;Vale do Rio Doce;10510,67
2981;Sudeste;MG;São João Nepomuceno;Zona da Mata;15595,77
2982;Sudeste;MG;São Joaquim de Bicas;Metropolitana de Belo Horizonte;19984,58
2983;Sudeste;MG;São José da Barra;Sul/Sudoeste de Minas;92868,7
2984;Sudeste;MG;São José da Lapa;Metropolitana de Belo Horizonte;21422,67
2985;Sudeste;MG;São José da Safira;Vale do Rio Doce;8927,95
2986;Sudeste;MG;São José da Varginha;Metropolitana de Belo Horizonte;17214,51
2987;Sudeste;MG;São José do Alegre;Sul/Sudoeste de Minas;10113,3
2988;Sudeste;MG;São José do Divino;Vale do Rio Doce;9288,93
2989;Sudeste;MG;São José do Goiabal;Metropolitana de Belo Horizonte;9600,04
2990;Sudeste;MG;São José do Jacuri;Vale do Rio Doce;9759,43
2991;Sudeste;MG;São José do Mantimento;Zona da Mata;11234,1
2992;Sudeste;MG;São Lourenço;Sul/Sudoeste de Minas;21489,99
2993;Sudeste;MG;São Miguel do Anta;Zona da Mata;10988,71
2994;Sudeste;MG;São Pedro da União;Sul/Sudoeste de Minas;19982,92
2995;Sudeste;MG;São Pedro dos Ferros;Zona da Mata;13455,43
2996;Sudeste;MG;São Pedro do Suaçuí;Vale do Rio Doce;10546,8
2997;Sudeste;MG;São Romão;Norte de Minas;11659,41
2998;Sudeste;MG;São Roque de Minas;Oeste de Minas;27366,86
2999;Sudeste;MG;São Sebastião da Bela Vista;Sul/Sudoeste de Minas;62462,42
3000;Sudeste;MG;São Sebastião da Vargem Alegre;Zona da Mata;15350,37
3001;Sudeste;MG;São Sebastião do Anta;Vale do Rio Doce;10619,29
3002;Sudeste;MG;São Sebastião do Maranhão;Vale do Rio Doce;6960,99
3003;Sudeste;MG;São Sebastião do Oeste;Oeste de Minas;45790,88
3004;Sudeste;MG;São Sebastião do Paraíso;Sul/Sudoeste de Minas;27468,44
3005;Sudeste;MG;São Sebastião do Rio Preto;Metropolitana de Belo Horizonte;11863,16
3006;Sudeste;MG;São Sebastião do Rio Verde;Sul/Sudoeste de Minas;12084,18
3007;Sudeste;MG;São Tiago;Campo das Vertentes;14582,2
3008;Sudeste;MG;São Tomás de Aquino;Sul/Sudoeste de Minas;19159,53
3009;Sudeste;MG;São Thomé das Letras;Sul/Sudoeste de Minas;12610,45
3010;Sudeste;MG;São Vicente de Minas;Sul/Sudoeste de Minas;21262,38
3011;Sudeste;MG;Sapucaí-Mirim;Sul/Sudoeste de Minas;14190,63
3012;Sudeste;MG;Sardoá;Vale do Rio Doce;9503,11
3013;Sudeste;MG;Sarzedo;Metropolitana de Belo Horizonte;28837,28
3014;Sudeste;MG;Setubinha;Vale do Mucuri;7193,51
3015;Sudeste;MG;Sem-Peixe;Zona da Mata;10777,22
3016;Sudeste;MG;Senador Amaral;Sul/Sudoeste de Minas;10289,83
3017;Sudeste;MG;Senador Cortes;Zona da Mata;13078,74
3018;Sudeste;MG;Senador Firmino;Zona da Mata;9265,62
3019;Sudeste;MG;Senador José Bento;Sul/Sudoeste de Minas;13565,68
3020;Sudeste;MG;Senador Modestino Gonçalves;Jequitinhonha;20881,59
3021;Sudeste;MG;Senhora de Oliveira;Zona da Mata;11589,03
3022;Sudeste;MG;Senhora do Porto;Vale do Rio Doce;10407,41
3023;Sudeste;MG;Senhora dos Remédios;Campo das Vertentes;7463,52
3024;Sudeste;MG;Sericita;Zona da Mata;9538,21
3025;Sudeste;MG;Seritinga;Sul/Sudoeste de Minas;17625,9
3026;Sudeste;MG;Serra Azul de Minas;Metropolitana de Belo Horizonte;7279,88
3027;Sudeste;MG;Serra da Saudade;Central Mineira;23499,28
3028;Sudeste;MG;Serra dos Aimorés;Vale do Mucuri;9492,86
3029;Sudeste;MG;Serra do Salitre;Triângulo Mineiro/Alto Paranaíba;30096,24
3030;Sudeste;MG;Serrania;Sul/Sudoeste de Minas;15957,83
3031;Sudeste;MG;Serranópolis de Minas;Norte de Minas;7317,87
3032;Sudeste;MG;Serranos;Sul/Sudoeste de Minas;13743,34
3033;Sudeste;MG;Serro;Metropolitana de Belo Horizonte;10477,27
3034;Sudeste;MG;Sete Lagoas;Metropolitana de Belo Horizonte;34977,38
3035;Sudeste;MG;Silveirânia;Zona da Mata;11794,57
3036;Sudeste;MG;Silvianópolis;Sul/Sudoeste de Minas;19151,35
3037;Sudeste;MG;Simão Pereira;Zona da Mata;27469,64
3038;Sudeste;MG;Simonésia;Zona da Mata;9696,43
3039;Sudeste;MG;Sobrália;Vale do Rio Doce;8739,94
3040;Sudeste;MG;Soledade de Minas;Sul/Sudoeste de Minas;9464,16
3041;Sudeste;MG;Tabuleiro;Zona da Mata;12468,04
3042;Sudeste;MG;Taiobeiras;Norte de Minas;12995,29
3043;Sudeste;MG;Taparuba;Vale do Rio Doce;11445,79
3044;Sudeste;MG;Tapira;Triângulo Mineiro/Alto Paranaíba;146514,59
3045;Sudeste;MG;Tapiraí;Oeste de Minas;17464,56
3046;Sudeste;MG;Taquaraçu de Minas;Metropolitana de Belo Horizonte;11591,17
3047;Sudeste;MG;Tarumirim;Vale do Rio Doce;9383,07
3048;Sudeste;MG;Teixeiras;Zona da Mata;11066,83
3049;Sudeste;MG;Teófilo Otoni;Vale do Mucuri;16667,07
3050;Sudeste;MG;Timóteo;Vale do Rio Doce;32349,07
3051;Sudeste;MG;Tiradentes;Campo das Vertentes;19821,52
3052;Sudeste;MG;Tiros;Triângulo Mineiro/Alto Paranaíba;28062,01
3053;Sudeste;MG;Tocantins;Zona da Mata;16781,56
3054;Sudeste;MG;Tocos do Moji;Sul/Sudoeste de Minas;12005,88
3055;Sudeste;MG;Toledo;Sul/Sudoeste de Minas;14247,08
3056;Sudeste;MG;Tombos;Zona da Mata;10383,57
3057;Sudeste;MG;Três Corações;Sul/Sudoeste de Minas;28056,22
3058;Sudeste;MG;Três Marias;Central Mineira;52625,97
3059;Sudeste;MG;Três Pontas;Sul/Sudoeste de Minas;21971,22
3060;Sudeste;MG;Tumiritinga;Vale do Rio Doce;8063,4
3061;Sudeste;MG;Tupaciguara;Triângulo Mineiro/Alto Paranaíba;26988,92
3062;Sudeste;MG;Turmalina;Jequitinhonha;15649,91
3063;Sudeste;MG;Turvolândia;Sul/Sudoeste de Minas;22528,68
3064;Sudeste;MG;Ubá;Zona da Mata;25255,54
3065;Sudeste;MG;Ubaí;Norte de Minas;7446,04
3066;Sudeste;MG;Ubaporanga;Vale do Rio Doce;9718,5
3067;Sudeste;MG;Uberaba;Triângulo Mineiro/Alto Paranaíba;40066,32
3068;Sudeste;MG;Uberlândia;Triângulo Mineiro/Alto Paranaíba;50548,78
3069;Sudeste;MG;Umburatiba;Vale do Mucuri;11313,26
3070;Sudeste;MG;Unaí;Noroeste de Minas;31866,55
3071;Sudeste;MG;União de Minas;Triângulo Mineiro/Alto Paranaíba;29540,02
3072;Sudeste;MG;Uruana de Minas;Noroeste de Minas;15113,93
3073;Sudeste;MG;Urucânia;Zona da Mata;16662,93
3074;Sudeste;MG;Urucuia;Norte de Minas;8046,41
3075;Sudeste;MG;Vargem Alegre;Vale do Rio Doce;8720,94
3076;Sudeste;MG;Vargem Bonita;Oeste de Minas;19014,6
3077;Sudeste;MG;Vargem Grande do Rio Pardo;Norte de Minas;8897,06
3078;Sudeste;MG;Varginha;Sul/Sudoeste de Minas;40506,11
3079;Sudeste;MG;Varjão de Minas;Noroeste de Minas;26192,9
3080;Sudeste;MG;Várzea da Palma;Norte de Minas;17341
3081;Sudeste;MG;Varzelândia;Norte de Minas;7637,08
3082;Sudeste;MG;Vazante;Noroeste de Minas;31025,27
3083;Sudeste;MG;Verdelândia;Norte de Minas;9114,55
3084;Sudeste;MG;Veredinha;Jequitinhonha;14914,45
3085;Sudeste;MG;Veríssimo;Triângulo Mineiro/Alto Paranaíba;32722,61
3086;Sudeste;MG;Vermelho Novo;Zona da Mata;9159,46
3087;Sudeste;MG;Vespasiano;Metropolitana de Belo Horizonte;21216,3
3088;Sudeste;MG;Viçosa;Zona da Mata;19869,94
3089;Sudeste;MG;Vieiras;Zona da Mata;10074,26
3090;Sudeste;MG;Mathias Lobato;Vale do Rio Doce;9629,4
3091;Sudeste;MG;Virgem da Lapa;Jequitinhonha;7963,06
3092;Sudeste;MG;Virgínia;Sul/Sudoeste de Minas;11985,16
3093;Sudeste;MG;Virginópolis;Vale do Rio Doce;12967,44
3094;Sudeste;MG;Virgolândia;Vale do Rio Doce;8943,63
3095;Sudeste;MG;Visconde do Rio Branco;Zona da Mata;26962,77
3096;Sudeste;MG;Volta Grande;Zona da Mata;11865,03
3097;Sudeste;MG;Wenceslau Braz;Sul/Sudoeste de Minas;9957,83
3098;Sudeste;ES;Afonso Cláudio;Central Espírito-santense;13573,12
3099;Sudeste;ES;Águia Branca;Noroeste Espírito-santense;19211,38
3100;Sudeste;ES;Água Doce do Norte;Noroeste Espírito-santense;11780,55
3101;Sudeste;ES;Alegre;Sul Espírito-santense;15241,38
3102;Sudeste;ES;Alfredo Chaves;Central Espírito-santense;22466,48
3103;Sudeste;ES;Alto Rio Novo;Noroeste Espírito-santense;11611,06
3104;Sudeste;ES;Anchieta;Central Espírito-santense;28196,22
3105;Sudeste;ES;Apiacá;Sul Espírito-santense;12009,57
3106;Sudeste;ES;Aracruz;Litoral Norte Espírito-santense;52900,73
3107;Sudeste;ES;Atílio Vivacqua;Sul Espírito-santense;22481,17
3108;Sudeste;ES;Baixo Guandu;Noroeste Espírito-santense;19494,23
3109;Sudeste;ES;Barra de São Francisco;Noroeste Espírito-santense;17319,53
3110;Sudeste;ES;Boa Esperança;Noroeste Espírito-santense;16582,61
3111;Sudeste;ES;Bom Jesus do Norte;Sul Espírito-santense;14044,21
3112;Sudeste;ES;Brejetuba;Central Espírito-santense;16275,21
3113;Sudeste;ES;Cachoeiro de Itapemirim;Sul Espírito-santense;22522,28
3114;Sudeste;ES;Cariacica;Central Espírito-santense;20584,24
3115;Sudeste;ES;Castelo;Sul Espírito-santense;22625,51
3116;Sudeste;ES;Colatina;Noroeste Espírito-santense;26863,05
3117;Sudeste;ES;Conceição da Barra;Litoral Norte Espírito-santense;13444,03
3118;Sudeste;ES;Conceição do Castelo;Central Espírito-santense;15169,85
3119;Sudeste;ES;Divino de São Lourenço;Sul Espírito-santense;14542,53
3120;Sudeste;ES;Domingos Martins;Central Espírito-santense;20247,62
3121;Sudeste;ES;Dores do Rio Preto;Sul Espírito-santense;18310,15
3122;Sudeste;ES;Ecoporanga;Noroeste Espírito-santense;12535,37
3123;Sudeste;ES;Fundão;Litoral Norte Espírito-santense;20186,62
3124;Sudeste;ES;Governador Lindenberg;Noroeste Espírito-santense;14133,75
3125;Sudeste;ES;Guaçuí;Sul Espírito-santense;16887,94
3126;Sudeste;ES;Guarapari;Central Espírito-santense;17544,28
3127;Sudeste;ES;Ibatiba;Sul Espírito-santense;12396,03
3128;Sudeste;ES;Ibiraçu;Litoral Norte Espírito-santense;19137,26
3129;Sudeste;ES;Ibitirama;Sul Espírito-santense;15584,05
3130;Sudeste;ES;Iconha;Central Espírito-santense;23706,39
3131;Sudeste;ES;Irupi;Sul Espírito-santense;14517,6
3132;Sudeste;ES;Itaguaçu;Central Espírito-santense;17197,41
3133;Sudeste;ES;Itapemirim;Sul Espírito-santense;90330,08
3134;Sudeste;ES;Itarana;Central Espírito-santense;18766,78
3135;Sudeste;ES;Iúna;Sul Espírito-santense;13766,75
3136;Sudeste;ES;Jaguaré;Litoral Norte Espírito-santense;15633,86
3137;Sudeste;ES;Jerônimo Monteiro;Sul Espírito-santense;11697,94
3138;Sudeste;ES;João Neiva;Litoral Norte Espírito-santense;20399,93
3139;Sudeste;ES;Laranja da Terra;Central Espírito-santense;11697,36
3140;Sudeste;ES;Linhares;Litoral Norte Espírito-santense;32417,46
3141;Sudeste;ES;Mantenópolis;Noroeste Espírito-santense;10825,03
3142;Sudeste;ES;Marataízes;Sul Espírito-santense;41684,11
3143;Sudeste;ES;Marechal Floriano;Central Espírito-santense;25316,09
3144;Sudeste;ES;Marilândia;Noroeste Espírito-santense;20165,24
3145;Sudeste;ES;Mimoso do Sul;Sul Espírito-santense;16889,55
3146;Sudeste;ES;Montanha;Litoral Norte Espírito-santense;17721,26
3147;Sudeste;ES;Mucurici;Litoral Norte Espírito-santense;12298,6
3148;Sudeste;ES;Muniz Freire;Sul Espírito-santense;14829,8
3149;Sudeste;ES;Muqui;Sul Espírito-santense;12291,49
3150;Sudeste;ES;Nova Venécia;Noroeste Espírito-santense;18226,34
3151;Sudeste;ES;Pancas;Noroeste Espírito-santense;9998,82
3152;Sudeste;ES;Pedro Canário;Litoral Norte Espírito-santense;10751,32
3153;Sudeste;ES;Pinheiros;Litoral Norte Espírito-santense;17070,11
3154;Sudeste;ES;Piúma;Central Espírito-santense;22287,06
3155;Sudeste;ES;Ponto Belo;Litoral Norte Espírito-santense;10298,06
3156;Sudeste;ES;Presidente Kennedy;Sul Espírito-santense;292397,08
3157;Sudeste;ES;Rio Bananal;Litoral Norte Espírito-santense;19502,23
3158;Sudeste;ES;Rio Novo do Sul;Central Espírito-santense;14684,87
3159;Sudeste;ES;Santa Leopoldina;Central Espírito-santense;15396,31
3160;Sudeste;ES;Santa Maria de Jetibá;Central Espírito-santense;34232,97
3161;Sudeste;ES;Santa Teresa;Central Espírito-santense;19353,67
3162;Sudeste;ES;São Domingos do Norte;Noroeste Espírito-santense;26061,77
3163;Sudeste;ES;São Gabriel da Palha;Noroeste Espírito-santense;15227,17
3164;Sudeste;ES;São José do Calçado;Sul Espírito-santense;14803,69
3165;Sudeste;ES;São Mateus;Litoral Norte Espírito-santense;16451,41
3166;Sudeste;ES;São Roque do Canaã;Central Espírito-santense;17216,7
3167;Sudeste;ES;Serra;Central Espírito-santense;36884,26
3168;Sudeste;ES;Sooretama;Litoral Norte Espírito-santense;19190,2
3169;Sudeste;ES;Vargem Alta;Sul Espírito-santense;17399,79
3170;Sudeste;ES;Venda Nova do Imigrante;Central Espírito-santense;23548,8
3171;Sudeste;ES;Viana;Central Espírito-santense;27678,29
3172;Sudeste;ES;Vila Pavão;Noroeste Espírito-santense;14443,05
3173;Sudeste;ES;Vila Valério;Noroeste Espírito-santense;17442,45
3174;Sudeste;ES;Vila Velha;Central Espírito-santense;22605,19
3175;Sudeste;ES;Vitória;Central Espírito-santense;55779,18
3176;Sudeste;RJ;Angra dos Reis;Sul Fluminense;51893,01
3177;Sudeste;RJ;Aperibé;Noroeste Fluminense;15202,23
3178;Sudeste;RJ;Araruama;Baixadas;19840,12
3179;Sudeste;RJ;Areal;Centro Fluminense;26814,55
3180;Sudeste;RJ;Armação dos Búzios;Baixadas;53078,97
3181;Sudeste;RJ;Arraial do Cabo;Baixadas;24711,7
3182;Sudeste;RJ;Barra do Piraí;Sul Fluminense;20789,95
3183;Sudeste;RJ;Barra Mansa;Sul Fluminense;27211,05
3184;Sudeste;RJ;Belford Roxo;Metropolitana do Rio de Janeiro;16514,03
3185;Sudeste;RJ;Bom Jardim;Centro Fluminense;24601,13
3186;Sudeste;RJ;Bom Jesus do Itabapoana;Noroeste Fluminense;20181,93
3187;Sudeste;RJ;Cabo Frio;Baixadas;39781,41
3188;Sudeste;RJ;Cachoeiras de Macacu;Metropolitana do Rio de Janeiro;16931,18
3189;Sudeste;RJ;Cambuci;Noroeste Fluminense;20996,36
3190;Sudeste;RJ;Carapebus;Norte Fluminense;23636,65
3191;Sudeste;RJ;Comendador Levy Gasparian;Centro Fluminense;43323,81
3192;Sudeste;RJ;Campos dos Goytacazes;Norte Fluminense;43013,04
3193;Sudeste;RJ;Cantagalo;Centro Fluminense;34591,9
3194;Sudeste;RJ;Cardoso Moreira;Norte Fluminense;25550,88
3195;Sudeste;RJ;Carmo;Centro Fluminense;22822,87
3196;Sudeste;RJ;Casimiro de Abreu;Baixadas;32620,43
3197;Sudeste;RJ;Conceição de Macabu;Norte Fluminense;14318,3
3198;Sudeste;RJ;Cordeiro;Centro Fluminense;21811,77
3199;Sudeste;RJ;Duas Barras;Centro Fluminense;18983,95
3200;Sudeste;RJ;Duque de Caxias;Metropolitana do Rio de Janeiro;45894,84
3201;Sudeste;RJ;Engenheiro Paulo de Frontin;Metropolitana do Rio de Janeiro;19281,12
3202;Sudeste;RJ;Guapimirim;Metropolitana do Rio de Janeiro;15899,61
3203;Sudeste;RJ;Iguaba Grande;Baixadas;17159,1
3204;Sudeste;RJ;Itaboraí;Metropolitana do Rio de Janeiro;18012,86
3205;Sudeste;RJ;Itaguaí;Metropolitana do Rio de Janeiro;61819,73
3206;Sudeste;RJ;Italva;Noroeste Fluminense;22228,33
3207;Sudeste;RJ;Itaocara;Noroeste Fluminense;22170,47
3208;Sudeste;RJ;Itaperuna;Noroeste Fluminense;27051,85
3209;Sudeste;RJ;Itatiaia;Sul Fluminense;142045,96
3210;Sudeste;RJ;Japeri;Metropolitana do Rio de Janeiro;15956,1
3211;Sudeste;RJ;Laje do Muriaé;Noroeste Fluminense;18550,07
3212;Sudeste;RJ;Macaé;Norte Fluminense;62961,48
3213;Sudeste;RJ;Macuco;Centro Fluminense;29604,28
3214;Sudeste;RJ;Magé;Metropolitana do Rio de Janeiro;16240,43
3215;Sudeste;RJ;Mangaratiba;Metropolitana do Rio de Janeiro;84853,61
3216;Sudeste;RJ;Maricá;Metropolitana do Rio de Janeiro;74760,02
3217;Sudeste;RJ;Mendes;Metropolitana do Rio de Janeiro;16524,39
3218;Sudeste;RJ;Mesquita;Metropolitana do Rio de Janeiro;13505,21
3219;Sudeste;RJ;Miguel Pereira;Metropolitana do Rio de Janeiro;26288,23
3220;Sudeste;RJ;Miracema;Noroeste Fluminense;18453,63
3221;Sudeste;RJ;Natividade;Noroeste Fluminense;16455,89
3222;Sudeste;RJ;Nilópolis;Metropolitana do Rio de Janeiro;16698,88
3223;Sudeste;RJ;Niterói;Metropolitana do Rio de Janeiro;55049,66
3224;Sudeste;RJ;Nova Friburgo;Centro Fluminense;27048,7
3225;Sudeste;RJ;Nova Iguaçu;Metropolitana do Rio de Janeiro;21077,7
3226;Sudeste;RJ;Paracambi;Metropolitana do Rio de Janeiro;17699,45
3227;Sudeste;RJ;Paraíba do Sul;Centro Fluminense;21691,6
3228;Sudeste;RJ;Paraty;Sul Fluminense;38364,52
3229;Sudeste;RJ;Paty do Alferes;Metropolitana do Rio de Janeiro;19768,22
3230;Sudeste;RJ;Petrópolis;Metropolitana do Rio de Janeiro;42958,85
3231;Sudeste;RJ;Pinheiral;Sul Fluminense;16850,53
3232;Sudeste;RJ;Piraí;Sul Fluminense;65807,27
3233;Sudeste;RJ;Porciúncula;Noroeste Fluminense;18302,93
3234;Sudeste;RJ;Porto Real;Sul Fluminense;151721,49
3235;Sudeste;RJ;Quatis;Sul Fluminense;18525,61
3236;Sudeste;RJ;Queimados;Metropolitana do Rio de Janeiro;25476,94
3237;Sudeste;RJ;Quissamã;Norte Fluminense;61342,41
3238;Sudeste;RJ;Resende;Sul Fluminense;60915,1
3239;Sudeste;RJ;Rio Bonito;Metropolitana do Rio de Janeiro;27465,65
3240;Sudeste;RJ;Rio Claro;Sul Fluminense;19285,26
3241;Sudeste;RJ;Rio das Flores;Sul Fluminense;27130,08
3242;Sudeste;RJ;Rio das Ostras;Baixadas;39667,24
3243;Sudeste;RJ;Rio de Janeiro;Metropolitana do Rio de Janeiro;51776,18
3244;Sudeste;RJ;Santa Maria Madalena;Centro Fluminense;17048,75
3245;Sudeste;RJ;Santo Antônio de Pádua;Noroeste Fluminense;25401,13
3246;Sudeste;RJ;São Francisco de Itabapoana;Norte Fluminense;22811,47
3247;Sudeste;RJ;São Fidélis;Norte Fluminense;17769,28
3248;Sudeste;RJ;São Gonçalo;Metropolitana do Rio de Janeiro;16408,34
3249;Sudeste;RJ;São João da Barra;Norte Fluminense;133281,92
3250;Sudeste;RJ;São João de Meriti;Metropolitana do Rio de Janeiro;19968,09
3251;Sudeste;RJ;São José de Ubá;Noroeste Fluminense;22976,25
3252;Sudeste;RJ;São José do Vale do Rio Preto;Metropolitana do Rio de Janeiro;20730,56
3253;Sudeste;RJ;São Pedro da Aldeia;Baixadas;21607,38
3254;Sudeste;RJ;São Sebastião do Alto;Centro Fluminense;19915,55
3255;Sudeste;RJ;Sapucaia;Centro Fluminense;39777,44
3256;Sudeste;RJ;Saquarema;Baixadas;24569,66
3257;Sudeste;RJ;Seropédica;Metropolitana do Rio de Janeiro;49882,41
3258;Sudeste;RJ;Silva Jardim;Baixadas;21112,23
3259;Sudeste;RJ;Sumidouro;Centro Fluminense;23666,31
3260;Sudeste;RJ;Tanguá;Metropolitana do Rio de Janeiro;15627,69
3261;Sudeste;RJ;Teresópolis;Metropolitana do Rio de Janeiro;28882,28
3262;Sudeste;RJ;Trajano de Moraes;Centro Fluminense;17388,4
3263;Sudeste;RJ;Três Rios;Centro Fluminense;46779,06
3264;Sudeste;RJ;Valença;Sul Fluminense;29619,67
3265;Sudeste;RJ;Varre-Sai;Noroeste Fluminense;17270,67
3266;Sudeste;RJ;Vassouras;Metropolitana do Rio de Janeiro;25670,96
3267;Sudeste;RJ;Volta Redonda;Sul Fluminense;42626,52
3268;Sudeste;SP;Adamantina;Presidente Prudente;30010,56
3269;Sudeste;SP;Adolfo;São José do Rio Preto;27634,98
3270;Sudeste;SP;Aguaí;Campinas;26549,19
3271;Sudeste;SP;Águas da Prata;Campinas;18974,98
3272;Sudeste;SP;Águas de Lindóia;Campinas;25554,26
3273;Sudeste;SP;Águas de Santa Bárbara;Bauru;24673,66
3274;Sudeste;SP;Águas de São Pedro;Piracicaba;38294,25
3275;Sudeste;SP;Agudos;Bauru;55938,77
3276;Sudeste;SP;Alambari;Itapetininga;17477,7
3277;Sudeste;SP;Alfredo Marcondes;Presidente Prudente;20072,53
3278;Sudeste;SP;Altair;São José do Rio Preto;51127,03
3279;Sudeste;SP;Altinópolis;Ribeirão Preto;32489,01
3280;Sudeste;SP;Alto Alegre;Araçatuba;26590,67
3281;Sudeste;SP;Alumínio;Macro Metropolitana Paulista;101155,71
3282;Sudeste;SP;Álvares Florence;São José do Rio Preto;27907,99
3283;Sudeste;SP;Álvares Machado;Presidente Prudente;20531,41
3284;Sudeste;SP;Álvaro de Carvalho;Marília;9666,54
3285;Sudeste;SP;Alvinlândia;Marília;19966,95
3286;Sudeste;SP;Americana;Campinas;44396,3
3287;Sudeste;SP;Américo Brasiliense;Araraquara;24197,1
3288;Sudeste;SP;Américo de Campos;São José do Rio Preto;17546
3289;Sudeste;SP;Amparo;Campinas;61227,8
3290;Sudeste;SP;Analândia;Araraquara;32880,3
3291;Sudeste;SP;Andradina;Araçatuba;34385,26
3292;Sudeste;SP;Angatuba;Itapetininga;39106,98
3293;Sudeste;SP;Anhembi;Bauru;23820,1
3294;Sudeste;SP;Anhumas;Presidente Prudente;20587,87
3295;Sudeste;SP;Aparecida;Vale do Paraíba Paulista;28905,59
3296;Sudeste;SP;Aparecida d'Oeste;São José do Rio Preto;28982,31
3297;Sudeste;SP;Apiaí;Itapetininga;26126,82
3298;Sudeste;SP;Araçariguama;Macro Metropolitana Paulista;135194,59
3299;Sudeste;SP;Araçatuba;Araçatuba;35769,43
3300;Sudeste;SP;Araçoiaba da Serra;Macro Metropolitana Paulista;20558,05
3301;Sudeste;SP;Aramina;Ribeirão Preto;23120,43
3302;Sudeste;SP;Arandu;Bauru;18718,3
3303;Sudeste;SP;Arapeí;Vale do Paraíba Paulista;11594,42
3304;Sudeste;SP;Araraquara;Araraquara;39039,34
3305;Sudeste;SP;Araras;Piracicaba;40249,39
3306;Sudeste;SP;Arco-Íris;Marília;25729,5
3307;Sudeste;SP;Arealva;Bauru;25252,59
3308;Sudeste;SP;Areias;Vale do Paraíba Paulista;11088,39
3309;Sudeste;SP;Areiópolis;Bauru;12135,07
3310;Sudeste;SP;Ariranha;São José do Rio Preto;76260,53
3311;Sudeste;SP;Artur Nogueira;Campinas;20795,4
3312;Sudeste;SP;Arujá;Metropolitana de São Paulo;61458,72
3313;Sudeste;SP;Aspásia;São José do Rio Preto;18013,72
3314;Sudeste;SP;Assis;Assis;32100,85
3315;Sudeste;SP;Atibaia;Macro Metropolitana Paulista;44119,9
3316;Sudeste;SP;Auriflama;São José do Rio Preto;19494,28
3317;Sudeste;SP;Avaí;Bauru;49447,56
3318;Sudeste;SP;Avanhandava;Araçatuba;32647,32
3319;Sudeste;SP;Avaré;Bauru;29292,24
3320;Sudeste;SP;Bady Bassitt;São José do Rio Preto;18921,96
3321;Sudeste;SP;Balbinos;Bauru;10484,51
3322;Sudeste;SP;Bálsamo;São José do Rio Preto;22823,09
3323;Sudeste;SP;Bananal;Vale do Paraíba Paulista;18607,15
3324;Sudeste;SP;Barão de Antonina;Itapetininga;23385,88
3325;Sudeste;SP;Barbosa;Araçatuba;12333,85
3326;Sudeste;SP;Bariri;Bauru;33129,26
3327;Sudeste;SP;Barra Bonita;Bauru;38198,66
3328;Sudeste;SP;Barra do Chapéu;Itapetininga;14427,42
3329;Sudeste;SP;Barra do Turvo;Litoral Sul Paulista;10060,79
3330;Sudeste;SP;Barretos;Ribeirão Preto;36834,01
3331;Sudeste;SP;Barrinha;Ribeirão Preto;14691,77
3332;Sudeste;SP;Barueri;Metropolitana de São Paulo;177747,83
3333;Sudeste;SP;Bastos;Marília;49737,57
3334;Sudeste;SP;Batatais;Ribeirão Preto;24063,75
3335;Sudeste;SP;Bauru;Bauru;37051,72
3336;Sudeste;SP;Bebedouro;Ribeirão Preto;41929,78
3337;Sudeste;SP;Bento de Abreu;Araçatuba;58041,53
3338;Sudeste;SP;Bernardino de Campos;Assis;21168,91
3339;Sudeste;SP;Bertioga;Metropolitana de São Paulo;27093,33
3340;Sudeste;SP;Bilac;Araçatuba;23593,57
3341;Sudeste;SP;Birigui;Araçatuba;26071,64
3342;Sudeste;SP;Biritiba Mirim;Metropolitana de São Paulo;22162,33
3343;Sudeste;SP;Boa Esperança do Sul;Araraquara;24812,08
3344;Sudeste;SP;Bocaina;Bauru;18705,27
3345;Sudeste;SP;Bofete;Bauru;14637,88
3346;Sudeste;SP;Boituva;Itapetininga;46569,95
3347;Sudeste;SP;Bom Jesus dos Perdões;Macro Metropolitana Paulista;35962,34
3348;Sudeste;SP;Bom Sucesso de Itararé;Itapetininga;13624,33
